client_id,marks,time,mark
1052166,5,109.51,1
1012813,3,63.89,0
1055979,5,21.25,1
1060224,3,28.12,0
1055674,4,81.25,1
1044649,2,33.58,0
1002705,2,37.07,0
1056784,4,64.28,1
1047998,1,14.73,0
1056817,4,56.6,1
1048042,5,90.29,1
1055441,5,77.79,1
1051505,4,24.66,1
1043422,5,47.0,1
1016948,4,27.21,1
1050998,4,49.47,1
1052472,2,51.54,0
1056859,5,29.77,1
1047769,5,27.07,1
1057411,3,50.81,0
1053993,5,26.49,1
1059770,4,38.4,1
1051974,4,63.38,1
1052247,5,83.71,1
1050851,2,86.93,0
1047701,4,94.49,1
1050382,5,119.28,1
1061391,4,78.78,1
1058129,2,73.2,0
1042630,2,59.08,0
1052517,2,59.34,0
1046690,2,76.92,0
1058023,5,104.55,1
1048775,5,46.1,1
1050360,4,32.16,1
1033370,3,46.61,0
1032077,4,41.13,1
1055023,2,46.29,0
1058844,5,86.31,1
1058437,5,64.3,1
1059754,2,16.43,0
1035200,5,38.52,1
1056386,5,46.3,1
1057077,5,114.6,1
1045893,5,66.28,1
1025559,5,65.44,1
1054964,5,24.99,1
1055063,1,8.25,0
1052929,2,2.57,0
1060539,5,122.07,1
1052110,5,56.96,1
1060088,3,34.32,0
1059293,3,68.41,0
1054877,5,56.74,1
1047327,1,19.15,0
1053246,1,15.94,0
1052425,2,28.89,0
1020729,2,64.06,0
1056858,5,41.43,1
1060932,5,75.93,1
1061027,5,58.42,1
1011807,3,42.86,0
1052991,5,78.72,1
1050596,2,51.88,0
1045629,5,7.22,1
1047943,4,74.58,1
1053301,5,41.25,1
1041592,4,77.13,1
1057579,4,62.34,1
1050577,2,64.14,0
1060671,4,11.79,1
1031705,5,5.01,1
1021546,4,41.43,1
1049738,4,60.59,1
1060794,1,14.56,0
1058739,5,52.23,1
1055678,2,77.35,0
1061010,1,10.4,0
1050707,3,32.55,0
1043230,4,53.25,1
1061352,2,96.64,0
1052591,5,96.05,1
1052407,5,26.92,1
1038765,2,50.96,0
1050366,4,103.67,1
1053130,2,43.46,0
1048669,4,67.98,1
1049703,4,61.28,1
1050427,5,22.17,1
1049052,2,77.87,0
1051657,5,103.67,1
1053812,5,41.12,1
1049074,5,69.75,1
1052628,4,111.4,1
1043854,5,73.28,1
1047895,4,113.05,1
1005697,5,35.55,1
100764,5,100.75,1
1060555,5,60.07,1
1017504,3,48.83,0
1008496,4,72.79,1
1052378,5,34.47,1
1007315,4,76.64,1
1028106,4,77.77,1
1051228,4,104.55,1
1044455,5,85.87,1
1060258,4,33.99,1
1030921,5,71.17,1
1057305,2,27.31,0
1054053,4,40.9,1
1062277,3,91.19,0
1051847,2,48.29,0
1059348,5,34.37,1
1047374,5,44.51,1
1061724,2,55.82,0
1061119,5,45.25,1
1054302,5,66.0,1
1050628,5,48.8,1
1055384,3,59.9,0
1058719,4,43.9,1
1054493,5,79.7,1
1048103,5,38.79,1
1056143,1,17.91,0
1035706,1,13.99,0
1050122,2,99.31,0
1052617,5,18.92,1
1057093,2,76.9,0
1061203,5,95.29,1
1048638,3,70.43,0
1055501,5,70.5,1
1048229,2,56.69,0
1002101,2,95.66,0
1059605,5,52.65,1
1048797,5,49.85,1
1043414,3,58.48,0
1026365,2,30.69,0
1059451,2,63.73,0
1048214,5,59.37,1
1061901,4,51.8,1
1056927,2,70.72,0
1049542,4,67.64,1
1060954,2,104.97,0
1051820,5,112.79,1
1061643,3,24.87,0
1052186,4,60.71,1
1056047,4,73.4,1
1047208,1,18.94,0
1058306,1,11.85,0
1048671,5,104.07,1
1054767,2,50.33,0
1058441,2,65.14,0
1054112,4,67.52,1
1060225,5,79.1,1
1036408,5,112.42,1
1051212,4,45.29,1
1043446,5,79.84,1
1058654,3,134.25,0
1044755,5,89.8,1
1048952,4,54.56,1
1053980,1,21.03,0
1053520,5,92.54,1
1051320,4,34.23,1
1051996,1,12.76,0
1058871,5,43.42,1
1060557,2,40.12,0
1048188,5,37.34,1
1049418,4,58.53,1
1053300,5,46.05,1
1051815,1,7.63,0
1052970,2,16.63,0
1051822,5,125.31,1
1043350,1,11.41,0
1048717,5,87.6,1
1054522,3,44.84,0
1056847,5,91.66,1
1051628,5,71.87,1
1032402,5,68.72,1
1052793,3,45.83,0
1055824,5,136.99,1
1030422,2,19.88,0
1047296,4,56.33,1
1053481,5,82.58,1
1047796,5,53.64,1
1052721,5,45.88,1
1058206,5,59.95,1
1044933,1,11.9,0
1052844,1,11.95,0
1053262,5,59.34,1
1058721,5,67.35,1
1059444,5,90.69,1
1019251,2,67.11,0
1055726,5,58.22,1
1054007,4,100.39,1
1053562,4,99.61,1
1059661,5,22.17,1
1061437,5,61.75,1
1049665,3,83.54,0
1048190,5,58.99,1
1058692,4,55.2,1
1061744,2,44.52,0
1060177,2,124.17,0
1027544,3,26.82,0
1042509,2,47.74,0
1042868,2,80.76,0
1047334,4,67.71,1
1052759,2,26.77,0
1056290,3,108.98,0
1055554,3,107.43,0
1052256,5,87.6,1
1056428,5,119.13,1
1053839,5,12.8,1
1060511,5,0.48,1
1061860,4,53.85,1
1010550,2,89.28,0
1049559,5,55.04,1
1061988,5,94.69,1
1061951,1,10.12,0
1061328,2,111.89,0
1058021,4,63.4,1
1054863,4,86.61,1
1049195,5,71.13,1
1056514,4,84.75,1
1011577,5,5.31,1
1047558,4,71.04,1
1057231,3,51.8,0
1048944,3,67.22,0
1059735,4,65.81,1
1052804,5,123.83,1
1012519,5,134.17,1
1057307,5,115.36,1
1040524,5,41.71,1
1009151,5,86.74,1
1058574,2,31.48,0
1054232,5,64.7,1
1060450,5,2.14,1
1051372,4,96.54,1
1059496,4,5.14,1
1047688,5,24.01,1
1051590,5,61.23,1
1060614,5,53.12,1
1054711,4,29.42,1
1051601,2,64.17,0
1055752,5,53.86,1
1055782,5,97.87,1
1046218,5,82.01,1
1057977,1,12.39,0
1062170,5,27.11,1
1050876,4,79.46,1
1051760,2,52.78,0
1055089,5,34.61,1
1038554,5,35.1,1
1049965,4,63.77,1
1037263,5,85.59,1
1032480,2,103.49,0
1048633,4,34.45,1
1029885,5,110.32,1
1055325,4,52.49,1
1053055,5,67.33,1
1057794,2,45.48,0
1051128,5,93.31,1
1043579,4,11.55,1
1055572,5,17.98,1
1048849,4,35.67,1
1059566,5,50.17,1
1051432,4,69.92,1
1058020,3,24.18,0
1001598,5,69.36,1
1058912,5,63.43,1
1053699,3,43.97,0
1061943,5,56.73,1
1059482,3,107.22,0
1056195,4,52.44,1
1057684,5,40.76,1
1060793,1,15.08,0
1051096,3,43.1,0
1055458,2,117.17,0
1059068,5,105.55,1
1055604,5,119.99,1
1050343,4,30.78,1
1054834,2,77.77,0
1054414,4,79.82,1
1054740,5,88.51,1
1060817,5,102.54,1
1054111,1,11.84,0
1029778,3,35.77,0
1051629,5,96.98,1
1043169,4,85.26,1
1057767,2,70.02,0
1058344,2,27.74,0
1055811,2,67.98,0
1059014,5,83.88,1
1050379,3,71.28,0
1049481,4,43.77,1
1052465,2,130.45,0
1058568,3,63.87,0
1054236,5,116.63,1
1060149,4,37.12,1
1048642,2,86.8,0
1061873,4,92.78,1
1058093,2,87.54,0
1043445,3,81.51,0
1060223,5,38.4,1
1060546,5,69.61,1
1050690,5,82.77,1
1056763,5,73.28,1
1049825,4,100.24,1
1047708,5,45.11,1
1061990,2,43.75,0
1056703,4,88.73,1
1058533,4,67.02,1
1055666,2,85.62,0
1049975,5,104.35,1
1047421,5,55.63,1
1050658,2,35.68,0
1060576,1,12.55,0
1056686,4,75.91,1
1049419,4,7.01,1
1049840,4,60.38,1
1040453,5,90.87,1
1053312,4,42.69,1
1052641,2,24.58,0
1054396,2,61.88,0
1042584,5,60.98,1
1014735,1,21.84,0
1012961,5,84.0,1
1049026,4,95.1,1
1058613,3,19.78,0
1060362,3,88.53,0
1055296,5,91.87,1
1049996,5,80.89,1
1055414,5,47.44,1
1051405,3,12.6,0
1059291,5,122.33,1
1037557,4,99.07,1
1056423,5,85.03,1
1054427,4,29.59,1
1052494,5,49.8,1
1046909,4,68.51,1
1042464,4,63.22,1
1048312,2,61.16,0
1046588,5,125.88,1
1043332,5,33.17,1
1046794,4,94.69,1
1056839,4,53.77,1
1047428,3,66.24,0
1049589,5,59.74,1
1041440,4,51.67,1
1030923,5,47.35,1
1052654,5,80.81,1
1033662,5,21.91,1
1050760,5,73.72,1
1050535,2,110.64,0
1062150,1,20.73,0
1047913,1,11.98,0
1051464,1,7.62,0
1055710,2,32.66,0
1049069,4,97.42,1
1043050,5,34.52,1
1047146,5,70.41,1
1050184,5,116.53,1
1058513,5,91.05,1
1058110,2,56.45,0
1051445,5,58.18,1
1048602,5,84.42,1
1044275,2,122.28,0
1059337,1,15.55,0
1052515,3,62.2,0
1043984,5,93.26,1
1053389,5,89.81,1
1050063,1,19.38,0
1056027,3,27.31,0
1051229,3,97.22,0
1047463,5,92.15,1
1058178,5,37.65,1
1050980,5,73.02,1
1043335,5,52.51,1
1002623,5,94.7,1
1049733,2,83.78,0
1054814,5,40.47,1
1051749,3,79.88,0
1043713,5,51.93,1
1051957,5,80.83,1
1050830,5,24.17,1
1015568,5,58.14,1
1047981,5,83.42,1
1059722,5,35.98,1
1016446,3,97.16,0
1059618,1,4.08,0
1048047,5,92.54,1
1058342,5,49.14,1
1022647,1,12.47,0
1031008,5,28.99,1
1058378,5,102.51,1
1054719,4,54.67,1
1051083,2,60.81,0
1050982,4,21.73,1
1049405,2,63.11,0
1060056,2,74.09,0
101764,4,25.65,1
1048400,4,20.3,1
1059383,5,48.78,1
1049787,4,116.75,1
1049268,3,51.63,0
1044384,5,76.42,1
1047691,2,62.24,0
1055170,5,52.67,1
100435,4,79.04,1
1060521,2,93.71,0
1041166,5,43.51,1
1047896,5,54.23,1
1037492,5,32.27,1
1051473,5,69.51,1
1043837,5,71.83,1
1055183,5,35.98,1
1051293,5,118.94,1
1050917,3,94.66,0
1051547,5,79.68,1
1051280,2,47.26,0
1048306,1,12.42,0
1053837,4,62.45,1
1049110,4,77.19,1
1055495,1,11.28,0
1057992,2,64.5,0
1047936,5,54.75,1
1055719,1,21.2,0
1051790,5,130.96,1
1055473,2,134.91,0
1062017,2,49.25,0
1058389,2,51.36,0
1060507,2,69.32,0
1054271,5,70.87,1
1047479,2,95.81,0
1046066,3,42.36,0
1039098,5,57.44,1
1058607,4,106.57,1
1052944,5,41.61,1
1048310,5,37.09,1
1061877,2,92.08,0
1048296,5,43.93,1
1047350,3,43.18,0
1021295,2,99.28,0
1049082,1,18.67,0
1056866,5,73.36,1
1052561,3,75.18,0
1046976,5,64.73,1
1059658,5,61.36,1
1058961,5,97.9,1
1049712,5,49.89,1
1046908,5,45.27,1
1027082,2,83.77,0
1038209,5,87.42,1
1023496,5,67.29,1
1056104,1,20.08,0
1051858,1,14.37,0
1057110,5,72.78,1
1061506,5,77.49,1
1059335,3,37.84,0
1038205,4,62.06,1
1050186,4,91.02,1
1049006,5,85.12,1
1047719,5,67.51,1
1059064,4,36.98,1
1050328,5,63.77,1
1053901,5,35.06,1
1047371,5,52.65,1
1055705,2,58.37,0
1053592,5,75.01,1
1062188,3,71.1,0
1057713,2,54.59,0
1057239,2,50.27,0
1054985,3,19.18,0
1022255,5,97.14,1
1047080,5,33.4,1
1047397,2,65.11,0
1047340,4,81.38,1
1054904,5,7.36,1
1060095,5,38.59,1
1003800,5,85.78,1
1060535,1,8.74,0
1059229,2,92.14,0
1049149,1,15.05,0
1040663,5,63.22,1
1060319,2,16.79,0
1051589,5,82.86,1
1048319,4,101.5,1
1058156,5,39.02,1
1049411,4,16.82,1
1060828,5,57.19,1
1049216,2,33.95,0
1048777,4,93.37,1
1057005,5,41.45,1
1025019,4,37.03,1
1051752,2,18.68,0
1053652,4,83.83,1
1046242,4,70.72,1
1048359,3,78.93,0
1055721,3,59.73,0
1057909,2,28.9,0
1044923,5,26.16,1
1061062,4,25.69,1
1008214,2,70.65,0
1059215,4,35.14,1
1062059,5,83.58,1
1044008,4,94.01,1
1049601,3,95.71,0
1043620,4,85.19,1
1062074,5,95.42,1
1059953,4,51.01,1
1048325,4,56.67,1
1002590,5,41.91,1
1060375,4,7.85,1
1053624,5,61.15,1
1059650,2,37.2,0
1052461,3,36.19,0
1056910,1,9.25,0
1006833,4,50.32,1
1061891,5,105.78,1
1051103,4,2.46,1
1010448,1,14.71,0
1058113,4,102.51,1
1059558,2,39.01,0
1058882,3,64.43,0
1051988,2,62.77,0
1059868,5,123.27,1
1051603,5,48.64,1
1052747,5,84.19,1
1047505,5,47.91,1
1050255,5,43.56,1
1031425,3,58.86,0
1040363,5,113.77,1
1053020,5,75.77,1
1050258,5,135.09,1
1054167,3,67.37,0
1045544,5,38.16,1
1051182,1,9.51,0
1046628,5,30.55,1
1045087,5,23.22,1
1044498,2,63.77,0
1048744,5,30.07,1
1008698,5,51.27,1
1041324,5,57.81,1
1043158,5,34.38,1
1044041,5,52.4,1
1059295,2,57.8,0
1047144,2,98.42,0
1050049,3,44.87,0
1056054,5,101.38,1
1058196,5,83.87,1
1046279,2,86.55,0
1058039,5,43.34,1
1045100,5,90.59,1
1036818,3,66.02,0
1043927,1,9.13,0
1047090,5,53.58,1
1050269,5,94.99,1
1052847,5,61.24,1
1058249,5,35.96,1
1048236,5,67.09,1
1052356,4,61.13,1
1046109,5,87.6,1
1045624,4,116.59,1
1051672,2,63.03,0
1056072,5,22.11,1
1044203,5,52.88,1
1061260,4,88.49,1
1045121,5,84.87,1
1042450,5,41.0,1
1057879,4,100.44,1
1049159,5,69.71,1
1058005,2,45.17,0
1044395,4,11.38,1
1044738,2,61.91,0
1047644,5,72.78,1
1049055,2,95.15,0
1051167,2,76.92,0
1051717,4,89.25,1
1049003,5,76.09,1
1043942,5,94.3,1
1060479,4,50.1,1
1048425,5,99.76,1
1054841,1,14.51,0
1050218,1,12.16,0
1055489,4,80.06,1
1030153,5,55.56,1
1062002,2,85.39,0
1049176,2,54.47,0
1057355,5,67.0,1
1047449,2,40.41,0
1054109,2,108.68,0
1043293,2,48.58,0
1043951,5,87.82,1
1060208,5,54.83,1
1046181,5,78.36,1
1044499,1,12.61,0
1047742,4,74.04,1
1052177,5,41.37,1
1060279,5,58.99,1
1023931,5,59.96,1
1003600,5,94.61,1
1054445,5,67.3,1
1052915,5,138.36,1
1045664,5,39.84,1
1038142,3,55.16,0
1051490,3,60.51,0
1029591,5,100.93,1
1020255,5,76.48,1
1053736,5,48.8,1
1048581,2,56.49,0
1056446,2,92.79,0
1058973,3,101.07,0
1054193,3,88.11,0
1013381,5,66.4,1
1059924,4,2.73,1
1060133,2,64.21,0
1041946,5,101.59,1
1016751,5,93.66,1
1061468,3,104.69,0
1061344,1,18.52,0
1047190,2,69.44,0
1061445,2,60.83,0
1052322,5,66.9,1
1054423,5,42.71,1
1049422,2,111.01,0
1041527,2,77.35,0
1061932,5,130.81,1
1015885,2,24.84,0
1057843,1,18.3,0
1052709,5,106.77,1
1057100,2,44.27,0
1048628,1,18.45,0
1053233,5,21.7,1
1053650,1,9.56,0
1052143,5,1.58,1
1053414,5,41.68,1
1047567,2,42.41,0
1050032,5,53.02,1
1053645,5,103.05,1
1054196,4,95.29,1
1060748,5,99.66,1
1055861,5,56.53,1
1008403,5,34.66,1
1056665,1,19.18,0
1047393,5,8.01,1
1039736,5,30.78,1
1048812,5,74.35,1
1061804,5,45.17,1
1055641,4,32.66,1
1020238,4,40.53,1
1043491,5,84.57,1
1048869,5,35.83,1
1056156,1,15.87,0
1055455,5,92.06,1
1058802,5,75.88,1
1054533,5,107.88,1
1055643,5,46.69,1
1060651,5,63.87,1
1054366,5,94.01,1
1054235,4,20.83,1
1053256,1,12.96,0
1021184,4,89.11,1
1053303,4,76.99,1
1001478,4,79.21,1
1045124,5,101.8,1
1061516,5,70.0,1
1056342,5,101.0,1
1050407,2,30.2,0
1047510,4,32.17,1
1059572,4,100.21,1
1056781,5,73.81,1
1048218,5,87.16,1
1059197,3,73.41,0
1043322,3,65.45,0
1050691,1,12.26,0
1052496,4,85.76,1
1054807,3,40.28,0
1054541,2,47.24,0
1051891,3,55.43,0
1007095,4,23.59,1
1053672,4,56.33,1
1060919,5,24.4,1
1060099,3,64.41,0
1015321,5,32.27,1
1023371,2,98.72,0
1035112,4,90.02,1
1047366,4,78.25,1
1048918,5,68.83,1
1046496,2,66.07,0
1044679,4,96.65,1
1033492,5,30.65,1
1051509,5,39.99,1
1006788,5,50.84,1
1038357,2,55.95,0
1047215,5,33.26,1
1039265,5,40.93,1
1058969,2,30.32,0
1050734,5,50.06,1
1057721,2,82.83,0
1058073,3,26.95,0
1052789,3,76.37,0
1050110,1,16.37,0
1042724,4,90.96,1
1051045,2,68.7,0
1060908,1,13.12,0
1057038,3,96.79,0
1052613,5,12.35,1
1028156,5,20.64,1
1051812,5,41.84,1
1058550,5,53.44,1
1053380,5,34.38,1
1060565,5,22.73,1
1054367,5,50.56,1
1047642,5,86.4,1
1061504,1,9.6,0
1056550,5,120.21,1
1047589,3,46.97,0
1056985,1,12.88,0
1058564,5,86.0,1
1054870,4,115.27,1
1057638,5,73.98,1
1044623,4,89.77,1
1055977,5,70.64,1
1055925,1,23.06,0
1061015,2,28.9,0
1056567,5,75.6,1
1055326,5,92.65,1
1058007,1,23.92,0
1047353,2,85.14,0
1058975,5,65.34,1
1057165,5,30.03,1
1052326,1,2.35,0
1053152,5,54.99,1
1051607,5,45.22,1
1056276,5,85.76,1
1048865,1,11.81,0
1038172,4,70.7,1
1045850,5,52.32,1
1056081,2,89.8,0
1058365,2,67.92,0
1052481,5,92.1,1
1048586,1,23.64,0
1059203,2,41.38,0
1060407,4,53.13,1
1049452,4,28.37,1
1053898,5,65.28,1
1058831,4,76.36,1
1049833,2,70.76,0
1051159,5,30.09,1
1052584,4,12.05,1
1056484,2,77.81,0
1017926,2,49.61,0
1027484,5,56.31,1
1058628,4,16.56,1
1055734,5,63.47,1
1057295,5,11.99,1
1048959,1,6.18,0
1054856,5,7.01,1
1050726,1,23.69,0
1048000,4,71.37,1
1048003,5,0.99,1
1061561,5,59.65,1
1047055,5,69.22,1
1038084,5,11.56,1
1054628,2,70.12,0
1048923,5,43.6,1
1051863,4,110.41,1
1055263,2,37.32,0
1041172,2,77.58,0
1061311,5,37.69,1
1040350,4,60.63,1
1051758,5,36.08,1
1060766,1,15.88,0
1047723,5,14.07,1
1060783,1,22.18,0
1061242,5,91.43,1
1023880,5,61.55,1
1055277,4,149.74,1
1050168,3,110.38,0
1048900,5,49.21,1
1054966,4,56.53,1
1050162,4,79.02,1
1050293,4,79.88,1
1056024,3,0.87,0
1039687,5,63.71,1
1047462,4,92.05,1
1061066,5,36.81,1
1049645,5,111.86,1
1051668,3,25.6,0
1062011,2,35.48,0
1057392,5,54.21,1
1060384,2,82.78,0
1052123,4,62.29,1
1056860,4,152.67,1
1050526,4,45.17,1
1053914,4,24.06,1
1055548,4,29.01,1
1053773,2,57.01,0
1043255,1,21.03,0
1061992,2,81.06,0
1058152,5,64.42,1
1057003,5,73.04,1
1045922,4,75.75,1
1053034,3,48.61,0
1048927,5,31.52,1
1050614,5,114.07,1
1050589,2,10.43,0
1055877,1,11.77,0
1054339,4,54.21,1
1047355,1,12.79,0
1050461,1,14.19,0
1054853,5,105.47,1
1059961,5,62.25,1
1053540,3,67.08,0
1058873,5,52.41,1
1050355,5,34.61,1
1051216,5,71.55,1
1041376,5,55.94,1
1048870,5,64.44,1
1059737,4,113.45,1
1056776,5,62.53,1
1049560,5,48.78,1
1056099,1,8.0,0
1055703,4,63.69,1
1056464,2,57.3,0
1058317,2,73.71,0
1055777,5,50.28,1
1057809,4,91.18,1
1030270,5,57.6,1
1002698,4,16.6,1
1052083,4,80.19,1
1061162,4,10.98,1
1049664,4,90.76,1
1048049,2,101.77,0
1043318,5,59.66,1
1057085,5,44.62,1
1036340,4,89.59,1
1061064,5,71.14,1
1057008,5,71.32,1
1059456,4,103.03,1
1050093,1,11.52,0
1055291,5,36.18,1
1055051,5,101.14,1
1052828,5,24.73,1
1045635,4,94.03,1
1059196,1,18.6,0
1052802,1,20.91,0
1047342,3,110.13,0
1060378,5,42.21,1
1049094,2,1.35,0
1056780,4,80.93,1
1060619,5,60.44,1
1054716,5,26.44,1
1047442,4,102.44,1
1047874,5,34.54,1
1055479,3,73.04,0
1055986,4,36.33,1
1057403,2,104.64,0
1048293,4,59.89,1
1057164,5,85.16,1
1053878,5,19.79,1
1061308,5,55.08,1
1053347,5,103.93,1
1052813,2,60.06,0
1057032,5,89.29,1
1053627,5,77.0,1
1062233,4,53.57,1
1057626,4,80.1,1
1054891,5,42.61,1
1050388,5,76.73,1
1056537,1,19.27,0
1042907,3,60.13,0
1048592,3,59.16,0
1047966,5,113.93,1
1056085,5,68.2,1
1048555,2,64.36,0
1051825,1,20.44,0
1058476,5,80.59,1
1049967,5,82.73,1
1059559,5,76.89,1
1055445,2,60.82,0
1053158,1,15.97,0
1060955,2,105.81,0
1059588,5,16.31,1
1050955,4,51.61,1
1059932,5,32.5,1
1051945,5,56.49,1
1057496,5,51.34,1
1053080,2,66.85,0
1047367,5,63.22,1
1043960,4,21.48,1
1047651,2,97.65,0
1058863,2,99.82,0
1055470,4,79.36,1
1060587,2,44.82,0
1046355,5,88.1,1
1062217,2,68.07,0
1058026,2,105.01,0
1050718,5,26.08,1
1047362,5,73.62,1
1039649,5,34.45,1
1055490,2,71.03,0
1027292,5,66.67,1
1048269,5,38.4,1
1042313,2,26.09,0
1057443,3,62.98,0
1056755,5,17.02,1
1058221,4,36.99,1
1053783,3,103.23,0
1046706,1,15.06,0
1061295,2,111.08,0
1055547,5,48.98,1
1037210,4,137.81,1
1019158,5,76.43,1
1058984,4,31.63,1
1056083,5,32.39,1
1057345,3,107.22,0
1057205,5,114.33,1
1061605,1,13.53,0
1053551,5,113.65,1
1046931,1,14.97,0
1021147,4,48.64,1
1052482,5,62.62,1
1043085,1,17.51,0
1052345,1,13.84,0
1056234,4,79.01,1
1050765,5,96.11,1
1048159,2,92.87,0
1058554,4,22.89,1
1046303,5,51.48,1
1060805,5,27.51,1
1051964,2,30.95,0
1044780,2,58.27,0
1056952,3,48.75,0
1058575,5,57.62,1
1060746,5,89.47,1
1045851,4,99.17,1
1015400,2,48.17,0
1034144,5,61.54,1
1052155,5,96.1,1
1059217,1,18.85,0
1056268,5,36.18,1
1046028,5,40.72,1
1053611,4,63.0,1
1049105,2,68.55,0
1058118,2,63.82,0
1050704,4,26.67,1
1023398,5,93.33,1
1057966,4,85.65,1
1048345,3,13.98,0
1047400,5,63.33,1
1049933,5,120.01,1
1032886,5,97.83,1
1052877,4,113.35,1
1052593,5,72.06,1
1052440,4,62.78,1
1007571,4,4.93,1
1036982,2,68.96,0
1057209,2,65.41,0
1051723,5,76.81,1
1052147,4,86.98,1
1056648,2,96.89,0
1060983,5,54.15,1
1056904,4,83.09,1
1058645,4,44.61,1
1050137,5,84.02,1
1022913,4,27.03,1
1053680,2,49.68,0
1052620,5,35.1,1
1056612,5,46.36,1
1051502,2,29.44,0
1047494,5,51.95,1
1040458,5,42.29,1
1049685,4,50.55,1
1041285,4,63.73,1
1053997,5,25.2,1
1055569,5,96.83,1
1023692,5,67.36,1
1051999,4,80.12,1
1061508,5,76.91,1
1048062,5,50.7,1
1057483,2,73.1,0
1055224,3,80.97,0
1053443,1,12.26,0
1059530,5,38.95,1
1061567,5,29.74,1
1056728,5,90.76,1
1050905,2,47.26,0
1050744,3,88.56,0
1047345,2,92.79,0
1043256,4,96.64,1
1053778,4,45.06,1
1019414,5,67.54,1
1047987,3,66.2,0
1052627,4,130.51,1
1028066,4,12.35,1
1048752,5,15.65,1
1048524,5,68.68,1
1043483,5,65.62,1
1050869,3,27.15,0
1050455,5,48.78,1
1050248,5,15.58,1
1057990,5,75.01,1
1062093,2,86.02,0
1058677,5,29.92,1
1037563,5,23.22,1
1049139,5,53.29,1
1050085,5,27.79,1
1004581,4,111.75,1
1059878,5,64.1,1
1058238,4,104.55,1
1047321,5,83.87,1
1060432,3,13.96,0
1049989,5,28.01,1
1047789,5,24.3,1
1011178,5,109.92,1
1058837,2,48.63,0
1054555,1,10.42,0
1048009,4,53.52,1
1055119,4,45.1,1
1062208,5,11.63,1
1057053,4,67.61,1
1045448,3,93.24,0
1053063,2,145.95,0
1057272,4,113.47,1
1045891,5,108.91,1
1055174,5,88.69,1
1054764,4,42.28,1
1047929,5,65.75,1
1047639,5,63.35,1
1039233,3,76.18,0
1055240,5,42.7,1
1055687,2,54.02,0
1043672,1,12.6,0
1058569,5,69.65,1
1041865,1,12.15,0
1053604,4,64.81,1
1061537,5,43.53,1
1053791,5,103.83,1
1060579,5,111.17,1
1058202,5,24.74,1
1048695,4,86.61,1
1055976,4,70.82,1
1056690,5,69.43,1
1055012,3,58.6,0
1049718,1,17.84,0
1055589,5,87.23,1
1055881,5,42.83,1
1051146,5,57.92,1
1049390,3,80.77,0
1045996,5,23.47,1
1047951,5,67.53,1
1018309,3,103.2,0
1053809,4,94.68,1
1057042,5,27.03,1
1046009,4,46.31,1
1054453,1,16.06,0
1057541,3,47.0,0
1047946,2,74.49,0
1047507,5,24.5,1
1057083,1,17.92,0
1060648,2,55.26,0
1048930,2,71.39,0
1040889,5,65.57,1
1049990,4,87.82,1
1051983,4,86.32,1
1048964,5,42.75,1
1053859,4,81.24,1
1034556,3,52.66,0
1051240,5,70.27,1
1056843,2,65.88,0
1052723,5,50.53,1
1054244,5,76.13,1
1016605,5,129.33,1
1059329,5,58.36,1
1041068,5,20.61,1
1039852,5,0.64,1
1048113,4,37.17,1
1048440,5,87.66,1
1049058,4,57.05,1
1058233,2,22.49,0
1021212,2,105.53,0
1031621,5,67.05,1
1046915,5,52.41,1
1050267,5,47.0,1
1056595,5,64.79,1
1053807,5,107.45,1
1041764,5,72.53,1
1051841,4,50.59,1
1057459,3,32.88,0
1058856,3,44.84,0
1052812,1,16.21,0
1051922,5,43.05,1
1060315,5,89.11,1
1061152,5,22.81,1
1053628,2,101.28,0
1050339,5,122.35,1
1048051,1,12.89,0
1049547,2,24.86,0
1025910,5,59.78,1
1058480,2,87.07,0
1048720,2,57.43,0
1058161,1,20.55,0
1058673,5,104.81,1
1060734,5,66.67,1
1043650,5,141.74,1
1014061,2,65.49,0
1051636,5,50.84,1
1058392,4,76.58,1
1058925,5,100.79,1
1055467,5,61.23,1
1061460,5,89.07,1
1052952,5,46.81,1
1058234,4,76.36,1
1060801,3,101.93,0
1059083,5,54.44,1
1056890,5,66.04,1
1052458,3,61.34,0
1048800,5,8.01,1
1053412,1,20.6,0
1055340,5,36.99,1
1058781,5,37.38,1
1033392,4,121.87,1
1050216,4,32.83,1
1054743,3,104.25,0
1048054,4,110.82,1
1054394,4,99.37,1
1048173,5,124.48,1
1051979,2,88.81,0
1037064,2,27.25,0
1054551,4,60.63,1
1050701,5,108.13,1
1055138,5,44.94,1
1051486,4,54.91,1
1052129,5,82.58,1
1053276,3,31.74,0
1057136,1,19.23,0
1060941,1,14.59,0
1044002,5,81.25,1
1052167,4,54.0,1
1060316,5,64.81,1
1059152,4,99.3,1
1060480,2,18.68,0
1050710,5,50.73,1
1023159,5,28.58,1
1049686,5,18.42,1
1058658,5,30.57,1
1060744,1,12.38,0
1054837,5,76.09,1
1036821,1,22.29,0
1045206,4,15.22,1
1056650,4,110.32,1
1049242,2,101.59,0
1051819,2,16.39,0
1055515,5,78.13,1
1051255,2,88.65,0
1051953,5,36.86,1
1049065,5,93.99,1
1042871,4,51.11,1
1059173,5,105.46,1
1056306,1,13.02,0
1059682,5,144.98,1
1047918,2,87.54,0
1044960,5,89.77,1
1037295,3,57.56,0
1047962,2,33.59,0
1051302,5,113.65,1
